t u f_threshhold r_threshhold refrac_timer/refrac_t
9.825 9 15 40 1
9.83 9 15 40 1
9.835 9 15 40 1
9.84 9 15 40 1
9.845 9 15 40 1
9.85 9 15 40 1
9.855 9 15 40 1
9.86 9 15 40 1
9.865 9 15 40 1
9.87 9 15 40 1
9.875 9 15 40 1
9.88 9 15 40 1
9.885 9 15 40 1
9.89 9 15 40 1
9.895 9 15 40 1
9.9 9 15 40 1
9.905 9 15 40 1
9.91 9 15 40 1
9.915 9 15 40 1
9.92 9 15 40 1
9.925 9 15 40 1
9.93 9 15 40 1
9.935 9 15 40 1
9.94 9 15 40 1
9.945 9 15 40 1
9.95 9 15 40 1
9.955 9 15 40 1
9.96 9 15 40 1
9.965 9 15 40 1
9.97 9 15 40 1
9.975 9 15 40 1
9.98 9 15 40 1
9.985 9 15 40 1
9.99 9 15 40 1
9.995 9 15 40 1
10 9 15 40 1
10.005 9 15 40 1
10.01 9 15 40 1
10.015 9 15 40 1
10.02 9 15 40 1
10.025 9 15 40 1
10.03 9 15 40 1
10.035 9 15 40 1
10.04 9 15 40 1
10.045 9 15 40 1
10.05 9 15 40 1
10.055 9 15 40 1
10.06 9 15 40 1
10.065 9 15 40 1
10.07 9 15 40 1
10.075 9 15 40 1
10.08 9 15 40 1
10.085 9 15 40 1
10.09 9 15 40 1
10.095 9 15 40 1
10.1 9 15 40 1
10.105 9 15 40 1
10.11 9 15 40 1
10.115 9 15 40 1
10.12 9 15 40 1
10.125 9 15 40 1
10.13 9 15 40 1
10.135 9 15 40 1
10.14 9 15 40 1
10.145 9 15 40 1
10.15 9 15 40 1
10.155 9 15 40 1
10.16 9 15 40 1
10.165 9 15 40 1
10.17 9 15 40 1
10.175 9 15 40 1
10.18 9 15 40 1
10.185 9 15 40 1
10.19 9 15 40 1
10.195 9 15 40 1
10.2 9 15 40 1
10.205 9 15 40 1
10.21 9 15 40 1
10.215 9 15 40 1
10.22 9 15 40 1
10.225 9 15 40 1
10.23 9 15 40 1
10.235 9 15 40 1
10.24 9 15 40 1
10.245 9 15 40 1
10.25 9 15 40 1
10.255 9 15 40 1
10.26 9 15 40 1
10.265 9 15 40 1
10.27 9 15 40 1
10.275 9 15 40 1
10.28 9 15 40 1
10.285 9 15 40 1
10.29 9 15 40 1
10.295 9 15 40 1
10.3 9 15 40 1
10.305 9 15 40 1
10.31 9 15 40 1
10.315 9 15 40 1
10.32 9 15 40 1
10.325 9 15 40 1
10.33 9 15 40 1
10.335 9 15 40 1
10.34 9 15 40 1
10.345 9 15 40 1
10.35 9 15 40 1
10.355 9 15 40 1
10.36 9 15 40 1
10.365 9 15 40 1
10.37 9 15 40 1
10.375 9 15 40 1
10.38 9 15 40 1
10.385 9 15 40 1
10.39 9 15 40 1
10.395 9 15 40 1
10.4 9 15 40 1
10.405 9 15 40 1
10.41 9 15 40 1
10.415 9 15 40 1
10.42 9 15 40 1
10.425 9 15 40 1
10.43 9 15 40 1
10.435 9 15 40 1
10.44 9 15 40 1
10.445 9 15 40 1
10.45 9 15 40 1
10.455 9 15 40 1
10.46 9 15 40 1
10.465 9 15 40 1
10.47 9 15 40 1
10.475 9 15 40 1
10.48 9 15 40 1
10.485 9 15 40 1
10.49 9 15 40 1
10.495 9 15 40 1
10.5 9 15 40 1
10.505 9 15 40 1
10.51 9 15 40 1
10.515 9 15 40 1
10.52 9 15 40 1
10.525 9 15 40 1
10.53 9 15 40 1
10.535 9 15 40 1
10.54 9 15 40 1
10.545 9 15 40 1
10.55 9 15 40 1
10.555 9 15 40 1
10.56 9 15 40 1
10.565 9 15 40 1
10.57 9 15 40 1
10.575 9 15 40 1
10.58 9 15 40 1
10.585 9 15 40 1
10.59 9 15 40 1
10.595 9 15 40 1
10.6 9 15 40 1
10.605 9 15 40 1
10.61 9 15 40 1
10.615 9 15 40 1
10.62 9 15 40 1
10.625 9 15 40 1
10.63 9 15 40 1
10.635 9 15 40 1
10.64 9 15 40 1
10.645 9 15 40 1
10.65 9 15 40 1
10.655 9 15 40 1
10.66 9 15 40 1
10.665 9 15 40 1
10.67 9 15 40 1
10.675 9 15 40 1
10.68 9 15 40 1
10.685 9 15 40 1
10.69 9 15 40 1
10.695 9 15 40 1
10.7 9 15 40 1
10.705 9 15 40 1
10.71 9 15 40 1
10.715 9 15 40 1
10.72 9 15 40 1
10.725 9 15 40 1
10.73 9 15 40 1
10.735 9 15 40 1
10.74 9 15 40 1
10.745 9 15 40 1
10.75 9 15 40 1
10.755 9 15 40 1
10.76 9 15 40 1
10.765 9 15 40 1
10.77 9 15 40 1
10.775 9 15 40 1
10.78 9 15 40 1
10.785 9 15 40 1
10.79 9 15 40 1
10.795 9 15 40 1
10.8 9 15 40 1
10.805 9 15 40 1
10.81 9 15 40 1
10.815 9 15 40 1
10.82 9 15 40 1
10.825 9 15 40 1
10.83 9 15 40 1
10.835 9 15 40 1
10.84 9 15 40 1
10.845 9 15 40 1
10.85 9 15 40 1
10.855 9 15 40 1
10.86 9 15 40 1
10.865 9 15 40 1
10.87 9 15 40 1
10.875 9 15 40 1
10.88 9 15 40 1
10.885 9 15 40 1
10.89 9 15 40 1
10.895 9 15 40 1
10.9 9 15 40 1
10.905 9 15 40 1
10.91 9 15 40 1
10.915 9 15 40 1
10.92 9 15 40 1
10.925 9 15 40 1
10.93 9 15 40 1
10.935 9 15 40 1
10.94 9 15 40 1
10.945 9 15 40 1
10.95 9 15 40 1
10.955 9 15 40 1
10.96 9 15 40 1
10.965 9 15 40 1
10.97 9 15 40 1
10.975 9 15 40 1
10.98 9 15 40 1
10.985 9 15 40 1
10.99 9 15 40 1
10.995 9 15 40 1
11 9 15 40 1
11.005 9 15 40 1
11.01 9 15 40 1
11.015 9 15 40 1
11.02 9 15 40 1
11.025 9 15 40 1
11.03 9 15 40 1
11.035 9 15 40 1
11.04 9 15 40 1
11.045 9 15 40 1
11.05 9 15 40 1
11.055 9 15 40 1
11.06 9 15 40 1
11.065 9 15 40 1
11.07 9 15 40 1
11.075 9 15 40 1
11.08 9 15 40 1
11.085 9 15 40 1
11.09 9 15 40 1
11.095 9 15 40 1
11.1 9 15 40 1
11.105 9 15 40 1
11.11 9 15 40 1
11.115 9 15 40 1
11.12 9 15 40 1
11.125 9 15 40 1
11.13 9 15 40 1
11.135 9 15 40 1
11.14 9 15 40 1
11.145 9 15 40 1
11.15 9 15 40 1
11.155 9 15 40 1
11.16 9 15 40 1
11.165 9 15 40 1
11.17 9 15 40 1
11.175 9 15 40 1
11.18 9 15 40 1
11.185 9 15 40 1
11.19 9 15 40 1
11.195 9 15 40 1
11.2 9 15 40 1
11.205 9 15 40 1
11.21 9 15 40 1
11.215 9 15 40 1
11.22 9 15 40 1
11.225 9 15 40 1
11.23 9 15 40 1
11.235 9 15 40 1
11.24 9 15 40 1
11.245 9 15 40 1
11.25 9 15 40 1
11.255 9 15 40 1
11.26 9 15 40 1
11.265 9 15 40 1
11.27 9 15 40 1
11.275 9 15 40 1
11.28 9 15 40 1
11.285 9 15 40 1
11.29 9 15 40 1
11.295 9 15 40 1
11.3 9 15 40 1
11.305 9 15 40 1
11.31 9 15 40 1
11.315 9 15 40 1
11.32 9 15 40 1
11.325 9 15 40 1
11.33 9 15 40 1
11.335 9 15 40 1
11.34 9 15 40 1
11.345 9 15 40 1
11.35 9 15 40 1
11.355 9 15 40 1
11.36 9 15 40 1
11.365 9 15 40 1
11.37 9 15 40 1
11.375 9 15 40 1
11.38 9 15 40 1
11.385 9 15 40 1
11.39 9 15 40 1
11.395 9 15 40 1
11.4 9 15 40 1
11.405 9 15 40 1
11.41 9 15 40 1
11.415 9 15 40 1
11.42 9 15 40 1
11.425 9 15 40 1
11.43 9 15 40 1
11.435 9 15 40 1
11.44 9 15 40 1
11.445 9 15 40 1
11.45 9 15 40 1
11.455 9 15 40 1
11.46 9 15 40 1
11.465 9 15 40 1
11.47 9 15 40 1
11.475 9 15 40 1
11.48 9 15 40 1
11.485 9 15 40 1
11.49 9 15 40 1
11.495 9 15 40 1
11.5 9 15 40 1
11.505 9 15 40 1
11.51 9 15 40 1
11.515 9 15 40 1
11.52 9 15 40 1
11.525 9 15 40 1
11.53 9 15 40 1
11.535 9 15 40 1
11.54 9 15 40 1
11.545 9 15 40 1
11.55 9 15 40 1
11.555 9 15 40 1
11.56 9 15 40 1
11.565 9 15 40 1
11.57 9 15 40 1
11.575 9 15 40 1
11.58 9 15 40 1
11.585 9 15 40 1
11.59 9 15 40 1
11.595 9 15 40 1
11.6 9 15 40 1
11.605 9 15 40 1
11.61 9 15 40 1
11.615 9 15 40 1
11.62 9 15 40 1
11.625 9 15 40 1
11.63 9 15 40 1
11.635 9 15 40 1
11.64 9 15 40 1
11.645 9 15 40 1
11.65 9 15 40 1
11.655 9 15 40 1
11.66 9 15 40 1
11.665 9 15 40 1
11.67 9 15 40 1
11.675 9 15 40 1
11.68 9 15 40 1
11.685 9 15 40 1
11.69 9 15 40 1
11.695 9 15 40 1
11.7 9 15 40 1
11.705 9 15 40 1
11.71 9 15 40 1
11.715 9 15 40 1
11.72 9 15 40 1
11.725 9 15 40 1
11.73 9 15 40 1
11.735 9 15 40 1
11.74 9 15 40 1
11.745 9 15 40 1
11.75 9 15 40 1
11.755 9 15 40 1
11.76 9 15 40 1
11.765 9 15 40 1
11.77 9 15 40 1
11.775 9 15 40 1
11.78 9 15 40 1
11.785 9 15 40 1
11.79 9 15 40 1
11.795 9 15 40 1
11.8 9 15 40 1
11.805 9 15 40 1
11.81 9 15 40 1
11.815 9 15 40 1
11.82 9 15 40 1
11.825 9 15 40 1
11.83 9 15 40 1
11.835 9 15 40 1
11.84 9 15 40 1
11.845 9 15 40 1
11.85 9 15 40 1
11.855 9 15 40 1
11.86 9 15 40 1
11.865 9 15 40 1
11.87 9 15 40 1
11.875 9 15 40 1
11.88 9 15 40 1
11.885 9 15 40 1
11.89 9 15 40 1
11.895 9 15 40 1
11.9 9 15 40 1
11.905 9 15 40 1
11.91 9 15 40 1
11.915 9 15 40 1
11.92 9 15 40 1
11.925 9 15 40 1
11.93 9 15 40 1
11.935 9 15 40 1
11.94 9 15 40 1
11.945 9 15 40 1
11.95 9 15 40 1
11.955 9 15 40 1
11.96 9 15 40 1
11.965 9 15 40 1
11.97 9 15 40 1
11.975 9 15 40 1
11.98 9 15 40 1
11.985 9 15 40 1
11.99 9 15 40 1
11.995 9 15 40 1
12 9 15 40 1
12.005 9 15 40 1
12.01 9 15 40 1
12.015 9 15 40 1
12.02 9 15 40 1
12.025 9 15 40 1
12.03 9 15 40 1
12.035 9 15 40 1
12.04 9 15 40 1
12.045 9 15 40 1
12.05 9 15 40 1
12.055 9 15 40 1
12.06 9 15 40 1
12.065 9 15 40 1
12.07 9 15 40 1
12.075 9 15 40 1
12.08 9 15 40 1
12.085 9 15 40 1
12.09 9 15 40 1
12.095 9 15 40 1
12.1 9 15 40 1
12.105 9 15 40 1
12.11 9 15 40 1
12.115 9 15 40 1
12.12 9 15 40 1
12.125 9 15 40 1
12.13 9 15 40 1
12.135 9 15 40 1
12.14 9 15 40 1
12.145 9 15 40 1
12.15 9 15 40 1
12.155 9 15 40 1
12.16 9 15 40 1
12.165 9 15 40 1
12.17 9 15 40 1
12.175 9 15 40 1
12.18 9 15 40 1
12.185 9 15 40 1
12.19 9 15 40 1
12.195 9 15 40 1
12.2 9 15 40 1
12.205 9 15 40 1
12.21 9 15 40 1
12.215 9 15 40 1
12.22 9 15 40 1
12.225 9 15 40 1
12.23 9 15 40 1
12.235 9 15 40 1
12.24 9 15 40 1
12.245 9 15 40 1
12.25 9 15 40 1
12.255 9 15 40 1
12.26 9 15 40 1
12.265 9 15 40 1
12.27 9 15 40 1
12.275 9 15 40 1
12.28 9 15 40 1
12.285 9 15 40 1
12.29 9 15 40 1
12.295 9 15 40 1
12.3 9 15 40 1
12.305 9 15 40 1
12.31 9 15 40 1
12.315 9 15 40 1
12.32 9 15 40 1
12.325 9 15 40 1
12.33 9 15 40 1
12.335 9 15 40 1
12.34 9 15 40 1
12.345 9 15 40 1
12.35 9 15 40 1
12.355 9 15 40 1
12.36 9 15 40 1
12.365 9 15 40 1
12.37 9 15 40 1
12.375 9 15 40 1
12.38 9 15 40 1
12.385 9 15 40 1
12.39 9 15 40 1
12.395 9 15 40 1
12.4 9 15 40 1
12.405 9 15 40 1
12.41 9 15 40 1
12.415 9 15 40 1
12.42 9 15 40 1
12.425 9 15 40 1
12.43 9 15 40 1
12.435 9 15 40 1
12.44 9 15 40 1
12.445 9 15 40 1
12.45 9 15 40 1
12.455 9 15 40 1
12.46 9 15 40 1
12.465 9 15 40 1
12.47 9 15 40 1
12.475 9 15 40 1
12.48 9 15 40 1
12.485 9 15 40 1
12.49 9 15 40 1
12.495 9 15 40 1
12.5 9 15 40 1
12.505 9 15 40 1
12.51 9 15 40 1
12.515 9 15 40 1
12.52 9 15 40 1
12.525 9 15 40 1
12.53 9 15 40 1
12.535 9 15 40 1
12.54 9 15 40 1
12.545 9 15 40 1
12.55 9 15 40 1
12.555 9 15 40 1
12.56 9 15 40 1
12.565 9 15 40 1
12.57 9 15 40 1
12.575 9 15 40 1
12.58 9 15 40 1
12.585 9 15 40 1
12.59 9 15 40 1
12.595 9 15 40 1
12.6 9 15 40 1
12.605 9 15 40 1
12.61 9 15 40 1
12.615 9 15 40 1
12.62 9 15 40 1
12.625 9 15 40 1
12.63 9 15 40 1
12.635 9 15 40 1
12.64 9 15 40 1
12.645 9 15 40 1
12.65 9 15 40 1
12.655 9 15 40 1
12.66 9 15 40 1
12.665 9 15 40 1
12.67 9 15 40 1
12.675 9 15 40 1
12.68 9 15 40 1
12.685 9 15 40 1
12.69 9 15 40 1
12.695 9 15 40 1
12.7 9 15 40 1
12.705 9 15 40 1
12.71 9 15 40 1
12.715 9 15 40 1
12.72 9 15 40 1
12.725 9 15 40 1
12.73 9 15 40 1
12.735 9 15 40 1
12.74 9 15 40 1
12.745 9 15 40 1
12.75 9 15 40 1
12.755 9 15 40 1
12.76 9 15 40 1
12.765 9 15 40 1
12.77 9 15 40 1
12.775 9 15 40 1
12.78 9 15 40 1
12.785 9 15 40 1
12.79 9 15 40 1
12.795 9 15 40 1
12.8 9 15 40 1
12.805 9 15 40 1
12.81 9 15 40 1
12.815 9 15 40 1
12.82 9 15 40 1
12.825 9 15 40 1
12.83 9 15 40 1
12.835 9 15 40 1
12.84 9 15 40 1
12.845 9 15 40 1
12.85 9 15 40 1
12.855 9 15 40 1
12.86 9 15 40 1
12.865 9 15 40 1
12.87 9 15 40 1
12.875 9 15 40 1
12.88 9 15 40 1
12.885 9 15 40 1
12.89 9 15 40 1
12.895 9 15 40 1
12.9 9 15 40 1
12.905 9 15 40 1
12.91 9 15 40 1
12.915 9 15 40 1
12.92 9 15 40 1
12.925 9 15 40 1
12.93 9 15 40 1
12.935 9 15 40 1
12.94 9 15 40 1
12.945 9 15 40 1
12.95 9 15 40 1
12.955 9 15 40 1
12.96 9 15 40 1
12.965 9 15 40 1
12.97 9 15 40 1
12.975 9 15 40 1
12.98 9 15 40 1
12.985 9 15 40 1
12.99 9 15 40 1
12.995 9 15 40 1
13 9 15 40 1
13.005 9 15 40 1
13.01 9 15 40 1
13.015 9 15 40 1
13.02 9 15 40 1
13.025 9 15 40 1
13.03 9 15 40 1
13.035 9 15 40 1
13.04 9 15 40 1
13.045 9 15 40 1
13.05 9 15 40 1
13.055 9 15 40 1
13.06 9 15 40 1
13.065 9 15 40 1
13.07 9 15 40 1
13.075 9 15 40 1
13.08 9 15 40 1
13.085 9 15 40 1
13.09 9 15 40 1
13.095 9 15 40 1
13.1 9 15 40 1
13.105 9 15 40 1
13.11 9 15 40 1
13.115 9 15 40 1
13.12 9 15 40 1
13.125 9 15 40 1
13.13 9 15 40 1
13.135 9 15 40 1
13.14 9 15 40 1
13.145 9 15 40 1
13.15 9 15 40 1
13.155 9 15 40 1
13.16 9 15 40 1
13.165 9 15 40 1
13.17 9 15 40 1
13.175 9 15 40 1
13.18 9 15 40 1
13.185 9 15 40 1
13.19 9 15 40 1
13.195 9 15 40 1
13.2 9 15 40 1
13.205 9 15 40 1
13.21 9 15 40 1
13.215 9 15 40 1
13.22 9 15 40 1
13.225 9 15 40 1
13.23 9 15 40 1
13.235 9 15 40 1
13.24 9 15 40 1
13.245 9 15 40 1
13.25 9 15 40 1
13.255 9 15 40 1
13.26 9 15 40 1
13.265 9 15 40 1
13.27 9 15 40 1
13.275 9 15 40 1
13.28 9 15 40 1
13.285 9 15 40 1
13.29 9 15 40 1
13.295 9 15 40 1
13.3 9 15 40 1
13.305 9 15 40 1
13.31 9 15 40 1
13.315 9 15 40 1
13.32 9 15 40 1
13.325 9 15 40 1
13.33 9 15 40 1
13.335 9 15 40 1
13.34 9 15 40 1
13.345 9 15 40 1
13.35 9 15 40 1
13.355 9 15 40 1
13.36 9 15 40 1
13.365 9 15 40 1
13.37 9 15 40 1
13.375 9 15 40 1
13.38 9 15 40 1
13.385 9 15 40 1
13.39 9 15 40 1
13.395 9 15 40 1
13.4 9 15 40 1
13.405 9 15 40 1
13.41 9 15 40 1
13.415 9 15 40 1
13.42 9 15 40 1
13.425 9 15 40 1
13.43 9 15 40 1
13.435 9 15 40 1
13.44 9 15 40 1
13.445 9 15 40 1
13.45 9 15 40 1
13.455 9 15 40 1
13.46 9 15 40 1
13.465 9 15 40 1
13.47 9 15 40 1
13.475 9 15 40 1
13.48 9 15 40 1
13.485 9 15 40 1
13.49 9 15 40 1
13.495 9 15 40 1
13.5 9 15 40 1
13.505 9 15 40 1
13.51 9 15 40 1
13.515 9 15 40 1
13.52 9 15 40 1
13.525 9 15 40 1
13.53 9 15 40 1
13.535 9 15 40 1
13.54 9 15 40 1
13.545 9 15 40 1
13.55 9 15 40 1
13.555 9 15 40 1
13.56 9 15 40 1
13.565 9 15 40 1
13.57 9 15 40 1
13.575 9 15 40 1
13.58 9 15 40 1
13.585 9 15 40 1
13.59 9 15 40 1
13.595 9 15 40 1
13.6 9 15 40 1
13.605 9 15 40 1
13.61 9 15 40 1
13.615 9 15 40 1
13.62 9 15 40 1
13.625 9 15 40 1
13.63 9 15 40 1
13.635 9 15 40 1
13.64 9 15 40 1
13.645 9 15 40 1
13.65 9 15 40 1
13.655 9 15 40 1
13.66 9 15 40 1
13.665 9 15 40 1
13.67 9 15 40 1
13.675 9 15 40 1
13.68 9 15 40 1
13.685 9 15 40 1
13.69 9 15 40 1
13.695 9 15 40 1
13.7 9 15 40 1
13.705 9 15 40 1
13.71 9 15 40 1
13.715 9 15 40 1
13.72 9 15 40 1
13.725 9 15 40 1
13.73 9 15 40 1
13.735 9 15 40 1
13.74 9 15 40 1
13.745 9 15 40 1
13.75 9 15 40 1
13.755 9 15 40 1
13.76 9 15 40 1
13.765 9 15 40 1
13.77 9 15 40 1
13.775 9 15 40 1
13.78 9 15 40 1
13.785 9 15 40 1
13.79 9 15 40 1
13.795 9 15 40 1
13.8 9 15 40 1
13.805 9 15 40 1
13.81 9 15 40 1
13.815 9 15 40 1
13.82 9 15 40 1
13.825 9 15 40 1
13.83 9 15 40 1
13.835 9 15 40 1
13.84 9 15 40 1
13.845 9 15 40 1
13.85 9 15 40 1
13.855 9 15 40 1
13.86 9 15 40 1
13.865 9 15 40 1
13.87 9 15 40 1
13.875 9 15 40 1
13.88 9 15 40 1
13.885 9 15 40 1
13.89 9 15 40 1
13.895 9 15 40 1
13.9 9 15 40 1
13.905 9 15 40 1
13.91 9 15 40 1
13.915 9 15 40 1
13.92 9 15 40 1
13.925 9 15 40 1
13.93 9 15 40 1
13.935 9 15 40 1
13.94 9 15 40 1
13.945 9 15 40 1
13.95 9 15 40 1
13.955 9 15 40 1
13.96 9 15 40 1
13.965 9 15 40 1
13.97 9 15 40 1
13.975 9 15 40 1
13.98 9 15 40 1
13.985 9 15 40 1
13.99 9 15 40 1
13.995 9 15 40 1
14 9 15 40 1
14.005 9 15 40 1
14.01 9 15 40 1
14.015 9 15 40 1
14.02 9 15 40 1
14.025 9 15 40 1
14.03 9 15 40 1
14.035 9 15 40 1
14.04 9 15 40 1
14.045 9 15 40 1
14.05 9 15 40 1
14.055 9 15 40 1
14.06 9 15 40 1
14.065 9 15 40 1
14.07 9 15 40 1
14.075 9 15 40 1
14.08 9 15 40 1
14.085 9 15 40 1
14.09 9 15 40 1
14.095 9 15 40 1
14.1 9 15 40 1
14.105 9 15 40 1
14.11 9 15 40 1
14.115 9 15 40 1
14.12 9 15 40 1
14.125 9 15 40 1
14.13 9 15 40 1
14.135 9 15 40 1
14.14 9 15 40 1
14.145 9 15 40 1
14.15 9 15 40 1
14.155 9 15 40 1
14.16 9 15 40 1
14.165 9 15 40 1
14.17 9 15 40 1
14.175 9 15 40 1
14.18 9 15 40 1
14.185 9 15 40 1
14.19 9 15 40 1
14.195 9 15 40 1
14.2 9 15 40 1
14.205 9 15 40 1
14.21 9 15 40 1
14.215 9 15 40 1
14.22 9 15 40 1
14.225 9 15 40 1
14.23 9 15 40 1
14.235 9 15 40 1
14.24 9 15 40 1
14.245 9 15 40 1
14.25 9 15 40 1
14.255 9 15 40 1
14.26 9 15 40 1
14.265 9 15 40 1
14.27 9 15 40 1
14.275 9 15 40 1
14.28 9 15 40 1
14.285 9 15 40 1
14.29 9 15 40 1
14.295 9 15 40 1
14.3 9 15 40 1
14.305 9 15 40 1
14.31 9 15 40 1
14.315 9 15 40 1
14.32 9 15 40 1
14.325 9 15 40 1
14.33 9 15 40 1
14.335 9 15 40 1
14.34 9 15 40 1
14.345 9 15 40 1
14.35 9 15 40 1
14.355 9 15 40 1
14.36 9 15 40 1
14.365 9 15 40 1
14.37 9 15 40 1
14.375 9 15 40 1
14.38 9 15 40 1
14.385 9 15 40 1
14.39 9 15 40 1
14.395 9 15 40 1
14.4 9 15 40 1
14.405 9 15 40 1
14.41 9 15 40 1
14.415 9 15 40 1
14.42 9 15 40 1
14.425 9 15 40 1
14.43 9 15 40 1
14.435 9 15 40 1
14.44 9 15 40 1
14.445 9 15 40 1
14.45 9 15 40 1
14.455 9 15 40 1
14.46 9 15 40 1
14.465 9 15 40 1
14.47 9 15 40 1
14.475 9 15 40 1
14.48 9 15 40 1
14.485 9 15 40 1
14.49 9 15 40 1
14.495 9 15 40 1
14.5 9 15 40 1
14.505 9 15 40 1
14.51 9 15 40 1
14.515 9 15 40 1
14.52 9 15 40 1
14.525 9 15 40 1
14.53 9 15 40 1
14.535 9 15 40 1
14.54 9 15 40 1
14.545 9 15 40 1
14.55 9 15 40 1
14.555 9 15 40 1
14.56 9 15 40 1
14.565 9 15 40 1
14.57 9 15 40 1
14.575 9 15 40 1
14.58 9 15 40 1
14.585 9 15 40 1
14.59 9 15 40 1
14.595 9 15 40 1
14.6 9 15 40 1
14.605 9 15 40 1
14.61 9 15 40 1
14.615 9 15 40 1
14.62 9 15 40 1
14.625 9 15 40 1
14.63 9 15 40 1
14.635 9 15 40 1
14.64 9 15 40 1
14.645 9 15 40 1
14.65 9 15 40 1
14.655 9 15 40 1
14.66 9 15 40 1
14.665 9 15 40 1
14.67 9 15 40 1
14.675 9 15 40 1
14.68 9 15 40 1
14.685 9 15 40 1
14.69 9 15 40 1
14.695 9 15 40 1
14.7 9 15 40 1
14.705 9 15 40 1
14.71 9 15 40 1
14.715 9 15 40 1
14.72 9 15 40 1
14.725 9 15 40 1
14.73 9 15 40 1
14.735 9 15 40 1
14.74 9 15 40 1
14.745 9 15 40 1
14.75 9 15 40 1
14.755 9 15 40 1
14.76 9 15 40 1
14.765 9 15 40 1
14.77 9 15 40 1
14.775 9 15 40 1
14.78 9 15 40 1
14.785 9 15 40 1
14.79 9 15 40 1
14.795 9 15 40 1
14.8 9 15 40 1
14.805 9 15 40 1
14.81 9 15 40 1
14.815 9 15 40 1
14.82 9 15 40 1
14.825 9 15 40 1
14.83 9 15 40 1
14.835 9 15 40 1
14.84 9 15 40 1
14.845 9 15 40 1
14.85 9 15 40 1
14.855 9 15 40 1
14.86 9 15 40 1
14.865 9 15 40 1
14.87 9 15 40 1
14.875 9 15 40 1
14.88 9 15 40 1
14.885 9 15 40 1
14.89 9 15 40 1
14.895 9 15 40 1
14.9 9 15 40 1
14.905 9 15 40 1
14.91 9 15 40 1
14.915 9 15 40 1
14.92 9 15 40 1
14.925 9 15 40 1
14.93 9 15 40 1
14.935 9 15 40 1
14.94 9 15 40 1
14.945 9 15 40 1
14.95 9 15 40 1
14.955 9 15 40 1
14.96 9 15 40 1
14.965 9 15 40 1
14.97 9 15 40 1
14.975 9 15 40 1
14.98 9 15 40 1
14.985 9 15 40 1
14.99 9 15 40 1
14.995 9 15 40 1
15 9 15 40 1
15.005 9 15 40 1
15.01 9 15 40 1
15.015 9 15 40 1
15.02 9 15 40 1
15.025 9 15 40 1
15.03 9 15 40 1
15.035 9 15 40 1
15.04 9 15 40 1
15.045 9 15 40 1
15.05 9 15 40 1
15.055 9 15 40 1
15.06 9 15 40 1
15.065 9 15 40 1
15.07 9 15 40 1
15.075 9 15 40 1
15.08 9 15 40 1
15.085 9 15 40 1
15.09 9 15 40 1
15.095 9 15 40 1
15.1 9 15 40 1
15.105 9 15 40 1
15.11 9 15 40 1
15.115 9 15 40 1
15.12 9 15 40 1
15.125 9 15 40 1
15.13 9 15 40 1
15.135 9 15 40 1
15.14 9 15 40 1
15.145 9 15 40 1
15.15 9 15 40 1
15.155 9 15 40 1
15.16 9 15 40 1
15.165 9 15 40 1
15.17 9 15 40 1
15.175 9 15 40 1
15.18 9 15 40 1
15.185 9 15 40 1
15.19 9 15 40 1
15.195 9 15 40 1
15.2 9 15 40 1
15.205 9 15 40 1
15.21 9 15 40 1
15.215 9 15 40 1
15.22 9 15 40 1
15.225 9 15 40 1
15.23 9 15 40 1
15.235 9 15 40 1
15.24 9 15 40 1
15.245 9 15 40 1
15.25 9 15 40 1
15.255 9 15 40 1
15.26 9 15 40 1
15.265 9 15 40 1
15.27 9 15 40 1
15.275 9 15 40 1
15.28 9 15 40 1
15.285 9 15 40 1
15.29 9 15 40 1
15.295 9 15 40 1
15.3 9 15 40 1
15.305 9 15 40 1
15.31 9 15 40 1
15.315 9 15 40 1
15.32 9 15 40 1
15.325 9 15 40 1
15.33 9 15 40 1
15.335 9 15 40 1
15.34 9 15 40 1
15.345 9 15 40 1
15.35 9 15 40 1
15.355 9 15 40 1
15.36 9 15 40 1
15.365 9 15 40 1
15.37 9 15 40 1
15.375 9 15 40 1
15.38 9 15 40 1
15.385 9 15 40 1
15.39 9 15 40 1
15.395 9 15 40 1
15.4 9 15 40 1
15.405 9 15 40 1
15.41 9 15 40 1
15.415 9 15 40 1
15.42 9 15 40 1
15.425 9 15 40 1
15.43 9 15 40 1
15.435 9 15 40 1
15.44 9 15 40 1
15.445 9 15 40 1
15.45 9 15 40 1
15.455 9 15 40 1
15.46 9 15 40 1
15.465 9 15 40 1
15.47 9 15 40 1
15.475 9 15 40 1
15.48 9 15 40 1
15.485 9 15 40 1
15.49 9 15 40 1
15.495 9 15 40 1
15.5 9 15 40 1
15.505 9 15 40 1
15.51 9 15 40 1
15.515 9 15 40 1
15.52 9 15 40 1
15.525 9 15 40 1
15.53 9 15 40 1
15.535 9 15 40 1
15.54 9 15 40 1
15.545 9 15 40 1
15.55 9 15 40 1
15.555 9 15 40 1
15.56 9 15 40 1
15.565 9 15 40 1
15.57 9 15 40 1
15.575 9 15 40 1
15.58 9 15 40 1
15.585 9 15 40 1
15.59 9 15 40 1
15.595 9 15 40 1
15.6 9 15 40 1
15.605 9 15 40 1
15.61 9 15 40 1
15.615 9 15 40 1
15.62 9 15 40 1
15.625 9 15 40 1
15.63 9 15 40 1
15.635 9 15 40 1
15.64 9 15 40 1
15.645 9 15 40 1
